SW_Angle_deg,Wheel_Angle_deg,Rack_Disp_in,KP_Patch_in,TieRod_Arm_Eff_in,T_Trail_Nm,T_Scrub_Nm,T_Caster_Nm,T_KPI_Nm,T_Align_Nm,T_Geom_Nm,T_Pinion_Nm,T_ColFriction_Nm,T_Total_Nm,F_Rack_N
0.0,0.0,0.0,1.635,3.288,36.874731414299994,0.0,0.0,0.0,36.874731414299994,0.0,7.145485587457995,2.99997772,10.145463307457996,441.6292030796714
0.18018018018018017,0.0349071721031378,0.0020031977180547528,1.6353281274177696,3.287999389780798,36.87472457072665,0.02634769653188449,0.00018865082325234092,0.0025614290149585696,36.901072267258535,0.0027500798382109107,7.151124076805374,2.99997772,10.151101796805374,441.9776918599759
0.36036036036036034,0.06981435716311331,0.0040063954361095055,1.6356562549573332,3.2879975591225135,36.87470403999899,0.05269539306376898,0.00037730164650468185,0.005122858029917139,36.92739943306275,0.0055001596764218215,7.156762572431436,2.99997772,10.156740292431437,442.32618102833646
0.5405405405405406,0.10472156813680754,0.00600959315416426,1.635984382740486,3.287994508023108,36.87466982209415,0.0790430895956535,0.0005659524697570229,0.0076842870448757105,36.9537129116898,0.008250239514632733,7.1624010806149,2.99997772,10.162378800614901,442.67467097281167
0.7207207207207207,0.13962881798118795,0.008012790872219011,1.636312510889023,3.2879902364791835,36.874621916974036,0.10539078612753797,0.0007546032930093637,0.010245716059834278,36.98001270310157,0.011000319352843643,7.168039607634553,2.99997772,10.168017327634553,443.0231620814639
0.9009009009009008,0.17453611965335208,0.010015988590273764,1.6366406395247415,3.2879847444859838,36.874560324585296,0.13173848265942242,0.0009432541162617045,0.012807145074792846,37.00629880724472,0.01375039919105455,7.1736781597692865,2.99997772,10.173655879769287,443.3716547423625
1.0810810810810811,0.20944348611057045,0.01201918630832852,1.6369687687694394,3.2879780320373926,36.87448504485934,0.158086179191307,0.0011319049395140458,0.015368574089751421,37.032571224050656,0.016500479029265467,7.179316743298135,2.99997772,10.179294463298136,443.7201493435852
1.2612612612612613,0.24435093031032998,0.014022384026383273,1.637296898744917,3.2879700991259355,36.874396077712355,0.18443387572319148,0.0013205557627663867,0.01793000310470999,37.05882995343554,0.019250558867476376,7.184955364500306,2.99997772,10.184933084500306,444.06864627322057
1.4414414414414414,0.27925846521037734,0.016025581744438022,1.6376250295729775,3.287960945742779,36.87429342304525,0.21078157225507593,0.0015092065860187274,0.020491432119668557,37.085074995300324,0.022000638705687286,7.190594029655213,2.99997772,10.190571749655213,444.41714591937
1.6216216216216215,0.3141661037687623,0.018028779462492775,1.6379531613754263,3.28795057187773,36.87417708074372,0.23712926878696042,0.0016978574092710683,0.02305286113462713,37.111306349530686,0.0247507185438982,7.196232745042523,2.99997772,10.196210465042522,444.76564867015037
1.8018018018018016,0.34907385894388093,0.020031977180547528,1.6382812942740725,3.287938977519236,36.874047050678215,0.26347696531884485,0.001886508232523409,0.025614290149585692,37.13752401599706,0.0275007983821091,7.201871516942175,2.99997772,10.201849236942174,445.1141549136956
1.981981981981982,0.3839817436945188,0.022035174898602284,1.6386094283907284,3.2879261626543843,36.87390333270391,0.2898246618507294,0.0020751590557757504,0.02817571916454427,37.16372799455465,0.030250878220320018,7.2075103516344265,2.99997772,10.207488071634428,445.46266503815906
2.1621621621621623,0.41888977097989444,0.02403837261665704,1.638937563847211,3.2879121272689056,36.87374592666078,0.316172358382614,0.0022638098790280915,0.030737148179502842,37.1899182850434,0.033000958058530934,7.213149255399882,2.99997772,10.213126975399883,445.8111794317158
2.3423423423423424,0.4537979537597024,0.02604157033471179,1.6392657007653413,3.2878968713471686,36.873574832373514,0.3425200549144984,0.002452460702280432,0.033298577194461415,37.216094887288016,0.03575103789674185,7.2187882345195336,2.99997772,10.218765954519533,446.1596984825646
2.5225225225225225,0.48870630499415724,0.028044768052766546,1.6395938392669451,3.2878803948721833,36.873390049651576,0.36886775144638295,0.0026411115255327734,0.03586000620941998,37.242257801097956,0.03850111773495275,7.224427295274788,2.99997772,10.224405015274789,446.50822257893003
2.7027027027027026,0.5236148376440357,0.030047965770821295,1.639921979473854,3.2878626978256,36.873191578289166,0.39521544797826735,0.0028297623487851145,0.038421435224378554,37.26840702626744,0.041251197573163666,7.230066443947517,2.99997772,10.230044163947518,446.8567521090652
2.8828828828828827,0.5585235646707212,0.032051163488876044,1.6402501215079048,3.2878437801877096,36.87297941806526,0.42156314451015187,0.0030184131720374548,0.04098286423933711,37.294542562575415,0.04400127741137457,7.235705686820065,2.99997772,10.235683406820064,447.2052874612529
3.063063063063063,0.5934324990362467,0.034054361206930804,1.6405782654909407,3.2878236419374423,36.87275356874356,0.44791084104203643,0.0032070639952897968,0.04354429325429569,37.32066440978559,0.04675135724958549,7.24134503017532,2.99997772,10.24132275017532,447.5538290238089
3.243243243243243,0.6283416537033374,0.03605755892498555,1.6409064115448113,3.2878022830523688,36.87251403007252,0.47425853757392084,0.0033957148185421366,0.04610572226925426,37.34677256764644,0.0495014370877964,7.246984480296719,2.99997772,10.246962200296718,447.9023771850832
3.423423423423423,0.6632510416354552,0.0380607566430403,1.6412345597913733,3.2877797035087,36.872260801785345,0.5006062341058053,0.0035843656417944773,0.048667151284212826,37.37286703589115,0.0522515169260073,7.252624043468291,2.99997772,10.252601763468292,448.2509323334626
3.603603603603603,0.6981606757968412,0.040063954361095055,1.6415627103524904,3.287755903281287,36.87199388359998,0.5269539306376897,0.003773016465046818,0.051228580299171385,37.39894781423767,0.0550015967642182,7.258263725974703,2.99997772,10.258241445974704,448.5994948573728
3.7837837837837838,0.7330705691525596,0.042067152079149815,1.641890863350034,3.2877308823436184,36.87171327521912,0.5533016271695743,0.00396166728829916,0.053790009314129965,37.425014902388696,0.05775167660242913,7.2639035341012805,2.99997772,10.263881254101282,448.94806514528085
3.963963963963964,0.7679807346685404,0.04407034979720457,1.6422190189058843,3.2877046406678248,36.87141897633021,0.5796493237014588,0.004150318111551501,0.05635143832908854,37.45106830003167,0.060501756440640035,7.2695434741340526,2.99997772,10.269521194134052,449.2966435856967
4.144144144144144,0.8028911853116235,0.04607354751525931,1.6425471771419293,3.2876771782246745,36.8711109866054,0.6059970202333431,0.0043389689348038414,0.05891286734404709,37.47710800683875,0.06325183627885093,7.275183552359779,2.99997772,10.27516127235978,449.64523056717593
4.324324324324325,0.8378019340496023,0.04807674523331408,1.6428753381800663,3.287648494983576,36.87078930570163,0.632344716765228,0.004527619758056183,0.061474296359005684,37.50313402246685,0.06600191611706187,7.280823775065997,2.99997772,10.280801495065996,449.99382647832164
4.504504504504505,0.8727129938512651,0.050079942951368826,1.643203502142202,3.2876185909125755,36.870453933260535,0.6586924132971123,0.004716270581308524,0.06403572537396425,37.529146346557646,0.06875199595527279,7.28646414854104,2.99997772,10.28644186854104,450.3424317077867
4.684684684684685,0.9076243776864412,0.05208314066942358,1.6435316691502526,3.287587465978359,36.87010486890849,0.6850401098289968,0.004904921404560864,0.06659715438892283,37.55514497873748,0.0715020757934837,7.292104679074086,2.99997772,10.292082399074086,450.69104664427584
4.864864864864865,0.9425360985260426,0.05408633838747833,1.6438598393261448,3.2875551201462514,36.869742112256624,0.7113878063608813,0.005093572227813205,0.0691585834038814,37.581129918617506,0.0742521556316946,7.297745372955187,2.99997772,10.297723092955188,451.03967167654787
5.045045045045045,0.9774481693421079,0.05608953610553309,1.6441880127918158,3.2875215533802153,36.869365662900776,0.7377355028927659,0.005282223051065547,0.07172001241883996,37.607101165793544,0.0770022354699055,7.303386236475305,2.99997772,10.303363956475305,451.3883071934179
